Account                     Transaction Date   Supplier - Name          Transaction - Description                                                                                        Amount
21 0109 1900 950 7220 611   04/13/2026   Iowrc Hyatt Conf Cente   Band Jazz Champions - Lodging                                                                             134.10
10 0136 1300 355 0000 612   04/13/2026   Hy-Vee Iowa City 1285    Purchase Hy-Vee Iowa City 1285 FCS supplies, Janelle Roberts                                                 8.14
21 0118 1900 950 7185 611   04/13/2026   Amazon Mktpl By56666x2   Artificial Roses                                                                                           62.07
21 0118 1900 950 7030 611   04/13/2026   Clarion Hotel            Clarion Hotel                                                                                             694.10
21 0118 1900 950 7030 611   04/13/2026   Clarion Hotel            Clarion Hotel                                                                                             694.10
21 0118 1900 950 7015 611   04/13/2026   Amazon.Com Bc4a62s20     West HS Library books & MakerSpace items                                                                   20.46
10 0114 1100 100 9995 615   04/13/2026   Walmart.Com 8009256278   Bagged Soil x5 - Big Idea Hunt - Liberty/Lyn Prelle                                                        39.85
10 0109 1100 102 0000 612   04/13/2026   Amazon.Com B79hf10u1     13oz Vaseline - Maggie Yocius/Art City High                                                                  5.48
21 0109 1900 950 7135 611   04/13/2026   Sq Donutland             Spring Musical Hell Week Meals                                                                             43.32
21 0118 1900 950 7030 611   04/13/2026   Sp Voces Digital         Voces Digital software for World Langue - Approved on Spreadsheet                                         300.00
21 0403 1900 950 7000 611   04/13/2026   Amazon.Com By5qb6qo2     2032 Duracell Battery for Student's Cochlear Implant System                                                  4.39
21 0118 1900 950 7015 611   04/13/2026   Sq Iowa Council Of Te    Battle of the books registration                                                                           65.00
10 0109 1300 355 0000 612   04/13/2026   Hy-Vee Iowa City 1288    FCS Classroom Supplies and Materials                                                                       64.88
10 0468 1200 215 3302 612   04/13/2026   Walmart.Com              Break items for SID:                                                                                         5.64
21 0118 1900 950 7030 611   04/13/2026   Pilot 476                Gas for Tournament                                                                                         88.60
10 0000 2610 000 0000 685   04/10/2026   Electric Motors Of Ic    Kirkwood nitrogen for testing                                                                              48.14
21 0118 1900 923 6601 611   04/10/2026   Athleticlive             Purchase Athleticlive- Track live results                                                                  29.00
10 0218 1300 316 0000 612   04/10/2026   Walmart.Com              8pc Wood Plug Cutter Drill bit Straight & Taper Claw Tool Set -SEMS-Vicky Harris/IndTech                   11.51
10 0109 1300 355 0000 612   04/10/2026   Hy-Vee Iowa City 1288    FCS Classroom Supplies and Materials                                                                       12.70
21 0118 1900 950 7030 611   04/10/2026   Sp Voces Digital         Voces Digital software for World Language - approved on spreadsheet                                      1,050.00
21 0472 1900 950 7015 611   04/10/2026   Amazon.Com Bc0n79bb0     Twain Library books                                                                                       205.74
10 0000 2610 000 0000 582   04/10/2026   Crescent Parts & Equip   CEU training for license                                                                                  133.90
10 0109 1300 316 0000 612   04/10/2026   Amazon Mktpl Bc88a6hd0   100pk Safety Glasses x2 - Jacob Schares/Industrial Tech                                                   161.98
21 0109 1900 950 7135 611   04/10/2026   In Hawkeye Fire And S    Spring Musical Supplies                                                                                   106.00
10 0000 2610 000 0000 689   04/10/2026   Plumb Supply - Ioc - 0   WO 213747 water heater                                                                                    726.39
10 0000 2131 000 0000 611   04/10/2026   Amazon Mktpl Bc9de39a1   Medical Supplies - Healthy Services                                                                       174.54
10 0417 1200 218 3303 612   04/10/2026   Amazon.Com Bc0j81wi1     PPE for use with SID:                                                                                      11.99
21 0427 1900 950 7040 611   04/10/2026   Amazon Mktpl Bc56m05r0   Black Table Cloths - All School Event                                                                      19.97
21 0213 1900 950 7015 611   04/10/2026   Amazon.Com Bc48t5550     NWMS Library books                                                                                           9.59
21 0213 1900 950 7015 611   04/10/2026   Amazon Mktpl Bc7u37b20   NWMS Library MakerSpace items                                                                              49.16
21 0118 1900 921 6840 611   04/10/2026   Zio Johnos Iowa City     Purchase Zio Johnos Iowa City                                                                             185.07
10 0109 1100 111 0000 612   04/10/2026   Amazon Mktpl Bc31q4vj0   Barcelonetta Poly Cotton Fabric                                                                              8.90
10 0109 1200 218 3303 612   04/10/2026   Amazon Mktpl Bc4uy3981   Edibles for SID:                                                                                           22.90
21 0118 1900 950 7110 611   04/10/2026   Expedia 73416412155266   Room for Bus driver                                                                                       622.47
21 0118 1900 950 7250 611   04/10/2026   Chick-Fil-A #02158       Principal Day Lunch - Purchase by Admin                                                                    75.21
10 0136 1300 355 0000 612   04/10/2026   Hy-Vee Iowa City 1285    Purchase Hy-Vee Iowa City 1285 FCS supplies- Janelle Roberts                                               34.11
21 0109 1900 923 6601 611   04/10/2026   Subway 28736             Team Meals                                                                                                657.50
21 0109 1900 950 7070 611   04/10/2026   Lenoch & Cilek Ace #1    Garden Club Supplies and Materials                                                                         11.96
10 0109 1200 218 3303 612   04/10/2026   Walmart.Com              Edibles for SIDs:                                                                                          26.68
10 0417 1200 215 3302 612   04/10/2026   Walmart.Com              Edibles for SIDs:                                                                                            7.97
10 0427 1200 218 3303 612   04/10/2026   Walmart.Com              Edibles for SIDs:                                                                                          20.17
10 0213 1200 218 3303 612   04/10/2026   Walmart.Com              Edibles for SIDs:                                                                                            8.47
10 0109 1200 215 3302 612   04/09/2026   Wm Supercenter #1721     Budgeting and cooking with SIDs:                                                                             3.62
10 0114 1200 215 3302 612   04/09/2026   Wm Supercenter #1721     Budgeting and cooking with SIDs:                                                                             3.62
10 0109 1200 218 3303 612   04/09/2026   Wm Supercenter #1721     Budgeting and cooking with SIDs:                                                                           14.48
10 0432 1200 215 3302 612   04/09/2026   Walmart.Com              Edibles for SID:                                                                                             6.42
10 0114 1100 112 9994 615   04/09/2026   Sq Iowa Choral Direct    LHS Iowa All-State Jazz Choir registrations                                                               385.00
21 0114 1900 950 7135 611   04/09/2026   Amazon Mktpl Bc8ts4251   10pk Music Stand lights - Nick Carlo                                                                       79.80
21 0209 1900 950 7000 611   04/09/2026   Ab Abebooks.Co Liwtgr    Purchase Ab Abebooks.Co Liwtgr - LA/Literacy Books Donation                                                  4.39
10 0000 2610 000 0000 685   04/09/2026   Electric Motors Of Ic    Unit 110 nitrogen                                                                                          24.07
10 0000 2322 000 0000 611   04/09/2026   Amazon Mktpl Bc4ct2xp0   5pk 5x7 Acrylic Frames - Allie Moeller                                                                     73.98
10 0000 2131 000 0000 611   04/09/2026   Amazon Mktpl By8gz0f12   Medical Supplies - Healthy Services                                                                       111.89
21 0114 1900 920 6740 345   04/09/2026   In Wayzata Results, I    Liberty Athletics - Timer fee                                                                             300.00
21 0114 1900 920 6840 345   04/09/2026   In Wayzata Results, I    Liberty Athletics - Timer fee                                                                             300.00
10 0142 2221 000 0000 611   04/09/2026   Hy-Vee Iowa City 1288    Purchase Hy-Vee Iowa City 1288 OE device to Muscatine                                                      12.55
21 0109 1900 950 7341 611   04/09/2026   Sp Fasteners Plus        Purchase Sp Fasteners Plus                                                                                121.69
21 0209 1900 950 7000 611   04/09/2026   Ab Abebooks.Co Liwtje    Purchase Ab Abebooks.Co Liwtje - LA/Literacy Books Donation                                                13.48
10 0000 2581 000 9997 611   04/09/2026   Staples 0272             To be reimbursed by Digital Promise Grant                                                                  44.93
10 9334 1100 108 0000 612   04/09/2026   Amazon Mktpl Bc5hm5qz1   Elem TF Name Tags for PE Teachers for 4th/5th grade students-Yellow/White                                 112.96
10 0109 1200 218 3303 612   04/09/2026   Amazon Mktpl By1y49zf2   Edibles/Break items for SID:                                                                               62.22
21 0406 1900 950 7056 611   04/09/2026   Hy-Vee Aisles Online 4   Kirkwood-Science Fair -2L Coke x2, 2L Diet Coke, 2L Sprite, 2L Fanta - Little Idea Hunt funds              32.04
61 0114 2640 000 0000 687   04/09/2026   The Webstaurant Store    blower motor for hot cart                                                                                 408.59
21 0209 1900 950 7000 611   04/09/2026   Ab Abebooks.Co Liwtab    Purchase Ab Abebooks.Co Liwtab - LA/Literacy Books Donation                                                35.03
36 0000 4500 000 8999 733   04/09/2026   Microsoft-G151233026     Monthly software usage                                                                                     22.88
21 0109 1900 950 7135 611   04/09/2026   Menards Iowa City Ia     Drama Spring Musical Supplies and Materials                                                               147.99
21 0442 1900 950 7056 611   04/09/2026   Amazon Mktpl Bc31h4e50   Classroom Books - Little Idea Hunt/Jemma Walters                                                           47.97
21 0442 1900 950 7056 611   04/09/2026   Amazon Mktpl Bc9tc30f0   Classroom Books - Little Idea Hunt/Jemma Walters                                                          179.97
21 0406 1900 950 7031 611   04/09/2026   Hy-Vee Aisles Online 4   Kirkwood-Cooking Club-Bread, Butter, Cheese                                                                40.89
21 0109 1900 950 7135 611   04/09/2026   Fh-Gumbys-Pizza-Io       Spring Musical Hell Week Meals                                                                             58.75
10 0000 2131 000 0000 611   04/09/2026   Amazon Mktpl Bc01f76x1   McKesson Cold and Hot Compress Reuseable - Medical Supplies - Healthy Services                             35.11
10 0000 2610 000 0000 582   04/09/2026   The Ceu Authority Llc    CEU training for license                                                                                  355.00
21 0209 1900 950 7000 611   04/09/2026   Ab Abebooks.Co Liwtgs    Purchase Ab Abebooks.Co Liwtgs - LA/Literacy Books Donation                                                  8.99
10 0142 1100 100 0000 612   04/09/2026   Office Express           Shipping Tape, Color Coding Labels                                                                         25.85
10 0109 1300 355 0000 612   04/09/2026   Hy-Vee Iowa City 1288    FCS Classroom Supplies and Materials                                                                       35.88
21 0114 1900 950 7135 611   04/09/2026   Pancheros                Meal for Shrek the Musical cast & crew                                                                   1,164.20
21 0118 1900 950 7015 611   04/09/2026   Amazon.Com Bc1gg52u1     West HS Library books                                                                                      30.01
10 0118 1100 100 0000 612   04/09/2026   Amazon Mktpl By7y44zf2   Shelving for Food Pantry                                                                                  121.88
10 0118 1300 355 0000 612   04/09/2026   Wal-Mart #1721           Groceries for Food Lab - Approved on Spreadsheet                                                           11.60
21 0488 1900 950 7056 611   04/09/2026   Amazon Mktpl Bc2jk0020   Copy King Reusable Dry Erase -Little Idea Hunt grant/Mallory Knoop                                         22.95
10 0493 1200 218 3303 612   04/09/2026   Walmart.Com              Edibles for SIDs:                                                                                            7.72
10 0442 1200 215 3302 612   04/09/2026   Walmart.Com              Edibles for SIDs:                                                                                          43.63
10 0000 1100 100 2100 612   04/09/2026   Wal-Mart #2827           Purchase Wal-Mart #2827 - Preschool Walmart Grant                                                         112.53
                                                                  Purchase Zenni Optical, Inc. for student XXXXXX XXXXX. SFA Foundation account to reimburse. Request
10 0432 1100 100 0000 612   04/09/2026   Zenni Optical, Inc.      submitted 4/8/26.                                                                                          52.85
10 0109 1100 113 0000 612   04/09/2026   Amazon Mktpl Bc6du2ey0   General Science Classroom Supplies: Physics - M.Lestina                                                   146.92
33 0000 4500 000 8999 733   04/09/2026   Amazon Mktpl By27c2lo2   Network Cable Labels                                                                                       33.38
21 0109 1900 920 6860 611   04/09/2026   Twin Pines Golf Course   Twin Pines Golf Balls                                                                                      22.66
10 0000 2650 000 0000 682   04/09/2026   Arnold Motor Supply 4    Units 414/417/stock batteries, filters                                                                     49.36
10 0000 2630 000 0000 686   04/09/2026   Arnold Motor Supply 4    Units 414/417/stock batteries, filters                                                                    124.24
21 0118 1900 950 7015 611   04/08/2026   Amazon.Com Bc1np5m51     West HS Library books                                                                                     112.14
21 0488 1900 950 7056 611   04/08/2026   Amazon Mktpl B70jg6ra2   Decorations and Supplies - Little Idea Hunt grant/Mallory Knoop                                            60.62
21 0109 2700 920 6860 515   04/08/2026   Bp#3299700iowa Cityqps   Gas                                                                                                        72.37
10 0109 1100 100 9995 615   04/08/2026   Amazon Mktpl Bc8p26h21   5pc Carbide Singe Flute End Mill Set - D. Lestina/Spring Musical Set Design and Construction Tools         73.99
10 0000 2581 000 9997 611   04/08/2026   Hy-Vee Coralville 1085   To be reimbursed by Digital Promise Grant                                                                 166.82
                                                                  Purchase Usps Po 1843920240 our office was out of stamps which we use to sent postcards and letters to
10 0427 2410 000 0000 611   04/08/2026   Usps Po 1843920240       families.                                                                                                 139.00
21 0136 1900 950 7039 611   04/08/2026   Amazon Mktpl Bc4uu3nu0   24pk Backpacks - SFA                                                                                       82.91
33 0118 4200 924 9854 450   04/08/2026   Pods                     West softball/baseball storage                                                                            158.00
33 0118 4200 924 9854 450   04/08/2026   Pods                     West softball/baseball storage                                                                             95.38
10 0109 1100 113 0000 612   04/08/2026   Amazon Mktpl Bc6mb0hc1   KINGLAKE Plant Labels 4 Inch - 300                                                                           5.99
21 0118 1900 950 7015 611   04/08/2026   Amazon.Com Bc5p51tt0     West HS Library books                                                                                     184.81
10 0218 1300 355 0000 612   04/08/2026   Simplicity Patterns      Purchase Simplicity Patterns FCS                                                                           62.50
10 0497 1100 100 0000 612   04/08/2026   Amazon Mktpl B702s2y22   60 Minute Visual Timer                                                                                       9.49
10 0445 1100 100 0000 612   04/08/2026   Amazon Mktpl Bc0g893h0   100pk Bulk Earbuds for ISASP - Gabe Wylder                                                                 47.49
10 0000 2494 000 0000 611   04/08/2026   Odp Bus Sol Llc# 10686   Red Pencils                                                                                                12.46
21 0488 1900 950 7000 611   04/08/2026   Amazon Mktpl Bc1rj8t20   Cat Stuffed Animals plush set, Puppy Plush animals set - PBIS Store                                        86.18
21 0114 1900 950 7245 611   04/08/2026   Wal-Mart #2827           HOSA Club sewing supplies for donating items to UI Hospitals                                               66.13
10 0136 1300 355 0000 612   04/08/2026   Hy-Vee Iowa City 1285    Purchase Hy-Vee Iowa City 1285 FCS supplies- Janelle Roberts                                               48.29
10 0000 2610 000 0000 685   04/08/2026   Psc Distribution, Inc.   WO 212117 insulation                                                                                       54.47
10 0493 1100 100 0000 612   04/08/2026   Amazon.Com Bc6k64h01     Marzano Research Lab Planning/Teaching, Assessing Learning in the Standards-Based Classroom.              102.78
21 0109 1900 950 7220 611   04/08/2026   Sq Cornbred Barbecue     Band Jazz Champions Guest Artist Meals                                                                    891.00
10 0468 1100 100 0000 612   04/08/2026   Amazon Mktpl Bc4gn63g0   100pk Bulk Earbuds for ISASP                                                                               45.12
21 0118 1900 950 7145 611   04/08/2026   Uiowa Online Payments    IHSPA contest and grad cords                                                                              564.50
10 0000 2131 000 0000 611   04/08/2026   Amazon Mktpl B73rl0u12   Thermometer Covers, Tissues, Gauze,Vaseline - Health Services                                             126.03
10 0109 1100 113 0000 612   04/08/2026   Amazon Mktpl B73467u52   COVIDIEN (n Vaseline Petroleum Jelly -General Science Classroom Supplies: Physics - M.Lestina                5.82
10 0000 2620 000 0000 739   04/08/2026   Hillyard Inc             WO 211961/stock vacuum fans                                                                               769.82
10 0000 2211 000 8026 611   04/08/2026   Amazon Mktpl Bc0x90n90   Plastic Folders w/Pockets - Kristen Wendtland/3rd grade Math                                               15.98
21 0209 1900 950 7000 611   04/08/2026   Ab Abebooks.Co Liwtad    Purchase Ab Abebooks.Co Liwtad - LA/Literacy Books Donation                                                35.54
21 0118 1900 950 7165 611   04/08/2026   Paypal Mathleague        Math League Payment                                                                                       120.00
21 0109 1900 950 7135 611   04/08/2026   Menards Iowa City Ia     Spring Musical Supplies and Materials                                                                      84.43
10 0109 1300 355 0000 612   04/08/2026   Wal-Mart #2827           FCS Classroom Supplies and Materials                                                                      111.69
21 0114 1900 950 7135 611   04/08/2026   Amazon Mktpl Bc3hx8ng0   Shrek Musical Costumes - Leah Carlson                                                                      62.93
21 0114 1900 950 7135 611   04/08/2026   Amazon Mktpl B740y4u02   Shrek Musical Costumes - Leah Carlson                                                                      59.98
10 0442 1282 432 4508 612   04/08/2026   Amazon.Com B75yo2ye2     Educator Resource Publications/Instructional texts - ESSA Title 1003 Funds                                111.43
10 0436 3300 431 4501 618   04/08/2026   Amazon Mktpl Bc4568b11   Games and Supplies for Family Game Night - Title 1 Funds                                                  357.66
36 0000 4700 000 8750 450   04/08/2026   Ppc Paints 9831          WO 212900 roller covers                                                                                    80.46
10 0000 1100 100 4074 612   04/07/2026   Sq Cert Werks            Liberty CPR/First Aid Certifications                                                                      540.00
10 0109 1100 100 0000 612   04/07/2026   Sqsp Domain#229347948    disputed charge                                                                                            20.00
10 0427 1282 431 4501 612   04/07/2026   Amazon Mktpl B743n02m2   Katie Ryan - Title 1 Supplies / Longfellow                                                                   9.98
10 0427 1282 431 4501 612   04/07/2026   Amazon Mktpl B711902d2   Katie Ryan - Title 1 Supplies / Longfellow                                                                     116.29
21 0109 1900 950 7220 611   04/07/2026   C. Alan Publications     Band Sheet Music                                                                                                32.00
10 0436 3300 431 4501 618   04/07/2026   Amazon Mktpl Bc91m6420   EXPO Dry Erase Markers -Supplies for Family Game Night - Title 1 Funds                                          11.46
10 0000 2581 000 9997 611   04/07/2026   Wal-Mart #2827           To be reimbursed by Digital Promise Grant                                                                      114.73
10 0401 2410 000 0000 611   04/07/2026   Amazon Mktpl Bc5cl3xy1   Adhesive Magnetic Locks for Cabinets & Drawers                                                                  47.49
21 0406 1900 950 7031 611   04/07/2026   Amazon Mktpl Bc6al3xu1   Supplies for Student Self-Care Club                                                                             92.05
21 0475 1900 950 7056 611   04/07/2026   Amazon Mktpl Bc19r1pn1   Classroom Supplies - Little Idea Hunt Grant/Griffith/Schultz                                                    54.06
10 0427 1100 100 9995 615   04/07/2026   Amazon Mktpl Bc3f314w0   20pk Mini Walkie Talkies                                                                                       210.00
10 0109 1100 100 9995 615   04/07/2026   Amazon Mktpl Bc9nw6ga1   AA Batteries, Soldering Iron Kit - D.Lestina/Musical Set Design                                                166.69
21 0209 1900 950 7087 611   04/07/2026   Amazon.Com B76z497d2     Soccer Shin Guards - Derek Coorough/SFA                                                                         47.56
21 0218 1900 950 7130 611   04/07/2026   Amazon Mktpl Bc0i33e61   SOAR Store Supplies - Michael Madsen                                                                           270.88
10 0118 1300 355 0000 612   04/07/2026   Fareway Meat And Groce   Culinary Lab Groceries - Approved on spreadsheet - This charge was 3 different transactions on 1 receipt.         3.75
21 0109 1900 920 6860 611   04/07/2026   Fsp Brown Deer Golf Cl   Brown Deer Golf Balls                                                                                           22.00
10 0118 1300 355 0000 612   04/07/2026   Fareway Meat And Groce   Culinary Lab Groceries - Approved on spreadsheet - This charge was 3 different transactions on 1 receipt.      108.70
21 0114 1900 950 7135 611   04/07/2026   Amazon Mktpl Bg83c0we0   Costume supplies for Shrek                                                                                      22.99
10 0000 2131 000 0000 611   04/07/2026   Amazon Mktpl Bc0zm1g81   Bandages, - Health Services                                                                                     58.89
10 0109 1300 355 0000 612   04/07/2026   Hy-Vee Aisles Online 4   FCS Classroom Supplies and Materials                                                                            98.08
10 0403 2410 000 0000 611   04/07/2026   Amazon Mktpl Bc9s46x71   Raffle Ticket Rolls, Shipping Labels, Masking Tape, Name Tags                                                   65.13
10 0000 2131 000 0000 611   04/07/2026   Amazon Mktpl Bc0vc7061   Plastic Cups 3oz                                                                                                54.90
21 0442 1900 950 7056 611   04/07/2026   Amazon Mktpl Bc09s1vz1   Classroom Books - Little Idea Hunt/Jemma Walters                                                               186.48
10 0118 1300 355 0000 612   04/07/2026   Fareway Meat And Groce   Culinary Lab Groceries - Approved on spreadsheet - This charge was 3 different transactions on 1 receipt.       51.30
10 0118 1100 106 0000 612   04/07/2026   Somewheretoshare.Com     Purchase Somewheretoshare.Com                                                                                   45.00
21 0475 1900 950 7056 611   04/07/2026   Amazon Mktpl Bc7i39e51   Classroom Supplies - Little Idea Hunt Grant/Griffith/Schultz                                                   695.76
10 0418 1100 100 0000 612   04/07/2026   Amazon Mktpl B70wz5sf2   Foam Phonics Magnetic Set x19                                                                                   58.14
10 0445 2221 000 0000 643   04/07/2026   Amazon.Com Bc5rl3lt0     Mann Library books                                                                                              13.59
10 0213 1300 316 0000 612   04/07/2026   Amazon Mktpl Bc31m54u0   Toilet Flange Repair Kit, Toilet Fill Valve/Flapper Kit - Industrial Tech/Handyperson Class                     79.32
10 0427 1282 431 4501 612   04/07/2026   Amazon Mktpl B722p2622   Katie Ryan - Title 1 Supplies / Longfellow                                                                      28.99
10 0401 2410 000 0000 611   04/07/2026   Amazon Mktpl B72s23742   Lam Film Rolls                                                                                                  56.76
10 0118 1300 355 0000 612   04/07/2026   Hy-Vee Coralville 1080   Groceries for food lab                                                                                            7.22
21 0442 1900 950 7000 611   04/07/2026   Amazon Mktpl B79gz87p2   Kites - Gina Campbell/Kite Day                                                                                 431.78
21 0109 1900 950 7220 611   04/07/2026   Sq Viet Cuong Music      Band Sheet Music                                                                                               165.00
21 0114 1900 950 7056 611   04/07/2026   Amazon Mktpl Bc3xb7ps1   Aenir White Charcoal Pencils                                                                                    13.98
21 0114 1900 950 7135 611   04/07/2026   Amazon Mktpl Bc4x67vm1   Shrek Musical Costumes - Leah Carlson                                                                          267.41
10 0401 2410 000 0000 611   04/07/2026   Amazon Mktpl Bc4s27xd1   AA Batteries, Highlighters, Tape, Sign Clips                                                                    66.10
10 0427 1200 215 3302 612   04/07/2026   Amazon Mktpl Bc5jl5ek1   Instructional materials for SID:                                                                                24.99
10 0213 1200 212 3301 612   04/07/2026   Amazon.Com B79r67q82     Edibles for SID:                                                                                                18.39
21 0114 1900 950 7135 611   04/07/2026   Amazon Mktpl B772w27y2   Shrek Musical Costumes - Leah Carlson                                                                           59.98
10 0000 1100 100 4074 612   04/07/2026   Sq Cert Werks            Liberty CPR/First Aid Certifications Part II                                                                  1,050.00
21 0475 1900 950 7056 611   04/07/2026   Amazon Mktpl Bc4411co0   Classroom Supplies - Little Idea Hunt Grant/Griffith/Schultz                                                   117.58
10 0415 2410 000 0000 611   04/07/2026   Amazon Mktpl Bc70v84l0   Poster Sticky Tack, Small Memo Clipboards                                                                       25.03
21 0109 1900 950 7135 611   04/07/2026   Figure 53 Qlab           Spring Musical Supplies and Materials                                                                           90.00
21 0114 1900 923 6601 611   04/07/2026   Amazon Mktpl Bc00484j0   iPad case for Track                                                                                             13.95
21 0114 1900 950 7056 611   04/07/2026   Amazon Mktpl Bc7q05x11   Gray Erasers, Charcoal Pencils - Little Idea Hunt/Megan Dehner                                                  37.52
10 0109 1100 100 0000 612   04/07/2026   Slager Appliances Ecom   Chemistry Classroom Furniture and Supplies                                                                     438.73
10 0114 1100 108 0000 612   04/07/2026   Amazon Mktpl B71l112c2   Agility Ladder, Bandages, Hockey Balls, Basketballs - Tom Van Dyke                                             236.21
21 0114 1900 950 7243 611   04/06/2026   Globale /Logitech        Sales tax refund                                                                                                 (9.85)
21 0218 1900 950 7130 611   04/06/2026   Amazon.Com Bg1906iu0     Amazon Basics Wood-Cased #2 -SOAR Store Supplies - Michael Madsen                                                 4.31
10 0000 2610 000 0000 688   04/06/2026   Menards Iowa City Ia     Shop rags                                                                                                       11.99
10 0493 2221 000 0000 643   04/06/2026   Amazon.Com B718l05b2     Wickham Library books for novel units purchased with principal's approval                                      192.36
21 0114 1900 950 7243 611   04/06/2026   Global-E Logitech        Sales tax refund                                                                                                 (8.06)
36 0000 4500 000 8999 733   04/06/2026   Grammarly Co Gpxzhpy     Annual software renewal                                                                                        144.00
21 0475 1900 950 7056 611   04/06/2026   Amazon Mktpl Bc3b71cj1   Kids Play Tunnel for Toddlers,Pop Up -- Little Idea Hunt Grant/Griffith/Schultz                                 16.49
21 0447 1900 950 7056 611   04/06/2026   Amazon Mktpl Bg4z85hh0   Tonies Figurines - Little Idea hunt/Molly Nicholson                                                             17.99
21 0418 1900 950 7015 611   04/06/2026   Amazon.Com Bg3iz96p0     Lincoln Library books                                                                                          151.13
10 0209 1300 316 0000 612   04/06/2026   Amazon Mktpl Bc71p43s1   Dura-Gold Abrasive Cleaning Stick - Levi Wood/Industrial Tech                                                     9.99
21 0114 1900 950 7243 611   04/06/2026   Globale /Logitech        Sales tax refund                                                                                                (12.70)
21 0114 1900 950 7243 611   04/06/2026   Globale /Logitech        Sales tax refund                                                                                                (17.14)
10 0000 2546 000 0000 611   04/06/2026   Amazon Mktpl B79qk4hb2   Headphones for ISASP Testing                                                                                   473.28
10 0000 2610 000 0000 687   04/06/2026   Van Meter Inc - Iowa C   Unit 91 tape, LED panels, exit lights                                                                          450.37
10 0118 1100 108 0000 612   04/06/2026   Ppl Beachbody Bodi       Automatic renewal for PE exercise program                                                                      189.74
21 0118 1900 923 6601 611   04/06/2026   Amazon Mktpl Bg5we07b0   1/2 Stainles Steel Track Spikes                                                                                 19.50
21 0109 1900 950 7135 611   04/06/2026   Sq Donutland             Spring Musical Supplies and Materials                                                                           46.96
21 0109 1900 950 7135 611   04/06/2026   Papa Johns #1560         Spring Musical Supplies and Materials                                                                          152.58
21 0109 1900 950 7341 611   04/06/2026   Menards Iowa City Ia     Purchase Menards Iowa City Ia                                                                                  603.50
21 0109 1900 950 7135 611   04/06/2026   Norcostco Online Bc      Spring Musical Supplies and Materials                                                                          263.11
                                                                  Science Fair supplies (there were several restricted items. Eliza reached out to the school. Eliza approved
21 0406 1900 950 7056 611   04/06/2026   Amazon Mktpl Bg1o87b20   order.)                                                                                                        322.56
21 0118 1900 921 6890 611   04/06/2026   Paypal Makenziedon       Cookies for Girls Wrestling Banquet                                                                            252.00
21 0109 1900 923 6740 611   04/06/2026   Menards Iowa City Ia     Track and Field Track Building Supplies                                                                        147.86
21 0109 1900 923 6840 611   04/06/2026   Menards Iowa City Ia     Track and Field Track Building Supplies                                                                        147.85
10 0418 1100 100 0000 612   04/06/2026   Amazon Mktpl Bg4kd0yz1   Foam Phonics Magnetic Set x19                                                                                  437.00
10 0000 2131 000 0000 611   04/06/2026   Amazon Mktpl Bg1vd9un1   Dealmed Fabric Flexible Adhesive Bandages                                                                       58.19
61 0000 3110 000 0000 618   04/06/2026   The Webstaurant Store    Monthly shipping charge                                                                                         99.00
21 0114 1900 950 7243 611   04/06/2026   Global-E Logitech        Sales tax refund                                                                                                 (6.42)
61 0118 3110 000 0000 618   04/06/2026   Menards Iowa City Ia     ant traps and softener salts                                                                                    33.00
10 0000 2131 000 0000 611   04/06/2026   Amazon Mktpl Bg2z95bn0   Dukal 9006-BX Cotton Tipped Applicators                                                                         13.49

